Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H9592,2,National PACE,National PACE,Yes,No,No,"INNOVATIVE INTEGRATED HEALTH, INC.",Fresno PACE,Fresno PACE (PACE),"Innovative Integrated Health, Inc.",8/1/2014 0:00
H9615,7,Local CCP,Local PPO,Yes,No,No,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,Gold PPO with Part D (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,8,Local CCP,Local PPO,Yes,No,No,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,BasiCare with Part D (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,9,Local CCP,Local PPO,Yes,No,No,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,Gold PPO with Part D (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,10,Local CCP,Local PPO,Yes,No,No,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,BasiCare with Part D (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,12,Local CCP,Local PPO,Yes,No,No,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,WellSelect with Part D (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,802,Local CCP,Local PPO,Yes,No,Yes,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,GoldAnywhere Rx - Employer Group (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,807,Local CCP,Local PPO,Yes,No,Yes,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,USA Care Rx - Employer Group (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,810,Local CCP,Local PPO,No,No,Yes,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,GoldAnywhere - Employer Group (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9615,811,Local CCP,Local PPO,No,No,Yes,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,USA Care without Part D - Employer Group (PPO),"MVP Health Care, Inc.",1/1/2009 0:00
H9616,1,National PACE,National PACE,Yes,No,No,CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO,San Diego PACE,San Diego PACE (Duals) (PACE),Centro de Salud de la Comunidad de San Ysidro,4/1/2015 0:00
H9616,2,National PACE,National PACE,Yes,No,No,CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO,San Diego PACE,San Diego PACE (Medicare Only) (PACE),Centro de Salud de la Comunidad de San Ysidro,4/1/2015 0:00
H9630,1,Local CCP,HMO/HMOPOS,Yes,No,No,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2018 0:00
H9630,2,Local CCP,HMO/HMOPOS,Yes,No,No,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2018 0:00
H9630,3,Local CCP,HMO/HMOPOS,Yes,No,No,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC",Allwell,Allwell Medicare Select (HMO),Centene Corporation,1/1/2018 0:00
H9699,4,Local CCP,HMO/HMOPOS,Yes,No,No,"HMO PARTNERS, INC.",Health Advantage,Medi-Pak Advantage (HMO),USAble Mutual Insurance Company,1/1/2014 0:00
H9712,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"HAP MIDWEST HEALTH PLAN, INC.",HAP Midwest MI Health Link,HAP Midwest MI Health Link (Medicare-Medicaid Plan),Henry Ford Health System,5/1/2015 0:00
H9725,1,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC.",Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),CIGNA,1/1/2014 0:00
H9725,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC.",Cigna-HealthSpring,Cigna-HealthSpring TotalCare (HMO SNP),CIGNA,1/1/2014 0:00
H9725,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC.",Cigna-HealthSpring,Cigna-HealthSpring Preferred Rx CY (HMO),CIGNA,1/1/2014 0:00
H9730,2,Local CCP,HMO/HMOPOS,Yes,No,No,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC",WellCare,WellCare Value (HMO),"WellCare Health Plans, Inc.",1/1/2013 0:00
H9730,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC",WellCare,Wellcare Access (HMO SNP),"WellCare Health Plans, Inc.",1/1/2013 0:00
H9730,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC",WellCare,WellCare Liberty (HMO SNP),"WellCare Health Plans, Inc.",1/1/2013 0:00
H9730,5,Local CCP,HMO/HMOPOS,Yes,No,No,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC",WellCare,WellCare Essential (HMO-POS),"WellCare Health Plans, Inc.",1/1/2013 0:00
H9808,4,Local CCP,Local PPO,Yes,No,No,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,HealthTeam Advantage Plan I (PPO),Moses H. Cone Memorial Hospital Corp.,1/1/2016 0:00
H9808,5,Local CCP,Local PPO,Yes,No,No,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,HealthTeam Advantage Plan II (PPO),Moses H. Cone Memorial Hospital Corp.,1/1/2016 0:00
H9808,804,Local CCP,Local PPO,Yes,No,Yes,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,HealthTeam Advantage Employer Group NCY (PPO),Moses H. Cone Memorial Hospital Corp.,1/1/2016 0:00
H9811,1,Local CCP,HMO/HMOPOS,Yes,No,No,"MAGNOLIA HEALTH PLAN, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9830,1,National PACE,National PACE,Yes,No,No,"INNOVAGE PENNSYLVANIA LIFE, LLC",InnovAge Pennsylvania LIFE,NewCourtland LIFE  - Dual (PACE),"Total Community Options, Inc.",10/1/2010 0:00
H9830,2,National PACE,National PACE,Yes,No,No,"INNOVAGE PENNSYLVANIA LIFE, LLC",InnovAge Pennsylvania LIFE,NewCourland LIFE - Medicare Only (PACE),"Total Community Options, Inc.",10/1/2010 0:00
H9834,1,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN OF MINNESOTA,Senior Preferred,Gundersen MN Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,1/1/2013 0:00
H9834,3,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN OF MINNESOTA,Senior Preferred,Gundersen MN Senior Preferred Value (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,1/1/2013 0:00
H9834,4,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN OF MINNESOTA,Senior Preferred,Gundersen MN Senior Preferred Value (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,1/1/2013 0:00
H9834,5,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN OF MINNESOTA,Senior Preferred,Gundersen MN Senior Preferred Elite (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,1/1/2013 0:00
H9842,1,National PACE,National PACE,Yes,No,No,SAINT JOSEPH PACE,Saint Joseph PACE,Saint Joseph PACE (PACE),Trinity Health,8/1/2016 0:00
H9842,2,National PACE,National PACE,Yes,No,No,SAINT JOSEPH PACE,Saint Joseph PACE,Saint Joseph PACE - Medicare Only (PACE),Trinity Health,8/1/2016 0:00
H9869,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"PARTNERS HEALTH PLAN, INC.",Partners Health Plan,PHP Care Complete FIDA-IDD Plan (Medicare-Medicaid Plan),"PHSI, Inc.",4/1/2016 0:00
H9870,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNIVERSITY HEALTH CARE, INC.",Passport Advantage,Passport Advantage (HMO SNP),"University Health Care, Inc.",1/1/2016 0:00
H9877,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Premier,Virginia Premier Advantage Elite (HMO SNP),Virginia Cwlth University Hlth System Authority,1/1/2017 0:00
H9877,2,Local CCP,HMO/HMOPOS,Yes,No,No,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Premier,Virginia Premier Advantage Gold (HMO),Virginia Cwlth University Hlth System Authority,1/1/2017 0:00
H9877,3,Local CCP,HMO/HMOPOS,Yes,No,No,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Premier,Virginia Premier Advantage Platinum (HMO),Virginia Cwlth University Hlth System Authority,1/1/2017 0:00
H9886,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HMO MISSOURI, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,1/1/2014 0:00
H9886,4,Local CCP,HMO/HMOPOS,Yes,No,No,"HMO MISSOURI, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2014 0:00
H9886,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HMO MISSOURI, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO),Anthem Inc.,1/1/2014 0:00
H9886,802,Local CCP,HMO/HMOPOS,No,No,Yes,"HMO MISSOURI, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO),Anthem Inc.,1/1/2014 0:00
H9886,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,"HMO MISSOURI, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO-POS),Anthem Inc.,1/1/2014 0:00
H9915,1,Local CCP,HMO/HMOPOS,Yes,No,No,"MEDSTAR FAMILY CHOICE, INC.",MedStar Medicare Choice,MedStar Medicare Choice (HMO),"Medstar Health, Inc.",1/1/2013 0:00
H9915,6,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MEDSTAR FAMILY CHOICE, INC.",MedStar Medicare Choice,MedStar Medicare Choice Dual Advantage (HMO SNP),"Medstar Health, Inc.",1/1/2013 0:00
H9915,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MEDSTAR FAMILY CHOICE, INC.",MedStar Medicare Choice,MedStar Medicare Choice Care Advantage (HMO SNP),"Medstar Health, Inc.",1/1/2013 0:00
H9915,8,Local CCP,HMO/HMOPOS,Yes,No,No,"MEDSTAR FAMILY CHOICE, INC.",MedStar Medicare Choice,MedStar Medicare Choice (HMO),"Medstar Health, Inc.",1/1/2013 0:00
H9915,9,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MEDSTAR FAMILY CHOICE, INC.",MedStar Medicare Choice,MedStar Medicare Choice Dual Advantage (HMO SNP),"Medstar Health, Inc.",1/1/2013 0:00
H9915,10,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MEDSTAR FAMILY CHOICE, INC.",MedStar Medicare Choice,MedStar Medicare Choice Care Advantage (HMO SNP),"Medstar Health, Inc.",1/1/2013 0:00
H9954,2,Local CCP,HMO/HMOPOS,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2014 0:00
H9954,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,1/1/2014 0:00
H9954,5,Local CCP,HMO/HMOPOS,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2014 0:00
H9954,6,Local CCP,HMO/HMOPOS,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2014 0:00
H9954,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO),Anthem Inc.,1/1/2014 0:00
H9954,802,Local CCP,HMO/HMOPOS,No,No,Yes,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO),Anthem Inc.,1/1/2014 0:00
H9954,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO-POS),Anthem Inc.,1/1/2014 0:00
H9998,1,National PACE,National PACE,Yes,No,No,LUBBOCK REGIONAL MENTAL HEALTH MENTAL RETARDATION,Silver Star,Silver Star - Dual (PACE),Lubbock Regional Mental Health,5/1/2010 0:00
H9998,2,National PACE,National PACE,Yes,No,No,LUBBOCK REGIONAL MENTAL HEALTH MENTAL RETARDATION,Silver Star,Silver Star - Medicare only (PACE),Lubbock Regional Mental Health,5/1/2010 0:00
R0110,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0110-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0110,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0110-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0110,3,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0110-003 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0110,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R0110,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R0110,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R0865,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0865-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0865,3,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0865-003 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0865,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R0865,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R0865,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R0923,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0923-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0923,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R0923-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R0923,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R0923,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R0923,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R1390,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R1390-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R1390,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R1390-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R1390,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R1390,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R1390,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R1532,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R1532-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R1532,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R1532-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R1532,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R1532,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R1532,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R1548,1,Regional CCP,Regional PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY,UnitedHealthcare,UnitedHealthcare Dual Complete RP (Regional PPO SNP),"UnitedHealth Group, Inc.",1/1/2018 0:00
R3175,3,Regional CCP,Regional PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Dual Complete RP (Regional PPO SNP),"UnitedHealth Group, Inc.",1/1/2006 0:00
R3175,801,Regional CCP,Regional PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R3175,802,Regional CCP,Regional PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R3332,1,Regional CCP,Regional PPO,Yes,No,No,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,BlueMedicare Choice (Regional PPO),Guidewell Mutual Holding Corporation,1/1/2010 0:00
R3392,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R3392-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R3392,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R3392-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R3392,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R3392,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R3392,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R3444,8,Regional CCP,Regional PPO,Yes,Yes,No,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,Care Improvement Plus Silver Rx (Regional PPO SNP),"UnitedHealth Group, Inc.",1/1/2007 0:00
R3444,9,Regional CCP,Regional PPO,Yes,Yes,No,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,Care Improvement Plus Gold Rx (Regional PPO SNP),"UnitedHealth Group, Inc.",1/1/2007 0:00
R3444,11,Regional CCP,Regional PPO,Yes,Yes,No,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,Care Improvement Plus Dual Advantage (Regional PPO SNP),"UnitedHealth Group, Inc.",1/1/2007 0:00
R3444,12,Regional CCP,Regional PPO,Yes,No,No,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),"UnitedHealth Group, Inc.",1/1/2007 0:00
R3887,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R3887-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R3887,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R3887-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R3887,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R3887,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R3887,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R4182,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R4182-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R4182,3,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R4182-003 (Regional PPO),Humana Inc.,1/1/2018 0:00
R4182,4,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R4182-004 (Regional PPO),Humana Inc.,1/1/2018 0:00
R4182,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R4182,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R4182,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R4845,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R4845-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R4845,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R4845-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R4845,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R4845,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R4845,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R5329,1,Regional CCP,Regional PPO,Yes,No,No,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,AARP MedicareComplete Choice (Regional PPO),"UnitedHealth Group, Inc.",1/1/2017 0:00
R5342,1,Regional CCP,Regional PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare MedicareComplete Choice Plan 1 (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5342,2,Regional CCP,Regional PPO,No,No,No,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare MedicareComplete Choice Essential (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5342,5,Regional CCP,Regional PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare MedicareComplete Choice Plan 3 (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5342,6,Regional CCP,Regional PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare MedicareComplete Choice Plan 4 (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5342,801,Regional CCP,Regional PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5342,802,Regional CCP,Regional PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5342,803,Regional CCP,Regional PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (Regional PPO),"UnitedHealth Group, Inc.",1/1/2006 0:00
R5361,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R5361-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R5361,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R5361-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R5361,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R5361,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R5361,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
R5495,1,Regional CCP,Regional PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R5495-001 (Regional PPO),Humana Inc.,1/1/2018 0:00
R5495,2,Regional CCP,Regional PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice R5495-002 (Regional PPO),Humana Inc.,1/1/2018 0:00
R5495,801,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R5495,802,Regional CCP,Regional PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (Regional PPO),Humana Inc.,1/1/2018 0:00
R5495,803,Regional CCP,Regional PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (Regional PPO),Humana Inc.,1/1/2018 0:00
